Date,IP.G3111.N,IP.G3112.N,IP.G3113.N,IP.G3114.N,IP.G31151.N,IP.G3116.N,IP.N311511.N,IP.N311513.N,IP.N311514.N,IP.N31152.N,IP.N3118.N,IP.N31211.N,IP.N31212.N
2008-08,97.9044,101.7653,77.2549,113.992,88.5701,96.1855,104.1523,77.7514,82.1343,140.2383,99.511,121.7433,90.0526
2008-09,100.4536,102.4135,90.0804,121.0704,86.6151,96.3789,103.5947,78.3864,74.5956,124.4164,98.0618,111.1697,82.0804
2008-10,104.2202,106.4753,99.4489,111.1966,89.5324,97.5616,103.821,79.5287,83.9535,109.3037,101.0735,107.206,78.1663
2008-11,101.8262,104.7895,100.9843,105.1183,91.547,92.5256,104.9001,79.8109,89.0699,102.7701,99.7535,107.7295,79.3714
2008-12,98.9292,99.9972,88.6537,97.9684,94.2284,88.5674,106.5846,80.2971,96.0134,84.0586,102.4584,103.5079,71.4351
2009-01,103.3707,99.7655,78.2796,91.7473,94.0692,90.6176,108.4942,76.7336,95.7914,94.4871,94.2696,106.9476,85.7253
2009-02,101.0961,106.7111,77.45,88.4538,93.807,93.3905,110.2561,78.8195,89.5858,115.5767,95.9122,99.7384,92.38
2009-03,99.8393,107.6033,74.4436,89.4432,94.7152,93.1566,111.7397,80.6703,88.9611,130.0371,95.8566,101.8481,97.5385
2009-04,98.566,106.8373,69.3343,89.2525,96.3729,92.5739,113.4989,81.2164,92.3345,133.4899,94.3836,100.1596,99.9174
2009-05,103.2985,109.4788,69.798,94.0668,96.8922,92.1776,114.7102,79.4608,94.7811,138.4215,97.0858,107.7138,111.6842
2009-06,101.2759,110.6402,69.2049,100.6233,96.0164,94.6738,112.7077,80.5386,93.8979,150.823,96.0836,104.6817,110.6592
2009-07,99.0482,107.6815,71.6203,109.1773,91.9083,90.6223,109.8015,78.6033,85.0338,134.901,94.8076,107.1491,104.8076
2009-08,96.3923,107.409,77.5279,120.7531,88.2388,95.4128,107.9395,79.6397,71.5127,132.943,98.1689,109.3821,105.2091
2009-09,95.1128,108.0397,88.1192,123.3458,87.0723,95.1814,106.5791,82.0998,65.9725,119.8167,95.6215,112.3576,99.2576
2009-10,97.4519,112.6058,107.7949,112.1386,87.1822,95.9737,105.5944,81.8041,67.5205,107.1083,97.7548,105.4304,93.6055
2009-11,99.0802,113.6166,102.0858,99.4478,90.1366,91.7217,106.4077,82.663,76.443,88.13,98.4246,103.1766,89.7846
2009-12,101.2914,109.2522,101.6592,94.5043,93.0892,88.0205,107.5311,82.7711,85.6366,78.0391,96.1751,98.9558,82.3922
2010-01,103.4662,107.2631,87.5599,91.9901,93.501,89.6192,108.9351,81.3121,85.8359,91.5783,90.4156,100.915,94.5092
2010-02,102.3688,111.1774,86.3674,88.1063,95.3309,91.1443,110.7749,83.653,88.168,110.8511,92.7672,98.353,95.8014
2010-03,102.5971,108.2546,80.2017,89.038,97.722,91.6625,112.3131,87.246,92.0219,127.5039,94.4761,99.3383,99.7604
2010-04,99.4092,105.917,78.0176,89.5407,99.5392,90.3073,114.3848,87.4399,96.0426,133.0735,94.6597,102.2503,104.2673
2010-05,98.9172,104.4987,78.402,91.521,99.4529,88.9753,114.5487,86.5479,96.7035,134.9921,97.4097,110.5668,114.7829
2010-06,95.8027,105.4891,77.9568,92.831,99.4969,94.2243,113.2859,89.8981,95.7459,144.418,97.7181,110.5987,112.9994
2010-07,96.0017,102.5473,83.9774,101.1151,95.1332,89.2043,109.9729,86.6244,88.3295,129.2744,97.6013,107.4497,107.6298
2010-08,97.9708,106.016,92.9126,115.7574,91.6099,94.4982,107.4603,86.0086,79.5156,125.9632,98.57,110.6439,106.6487
2010-09,97.2689,104.4838,100.7959,116.4751,92.1678,95.4839,107.0257,89.0417,78.0371,116.4443,100.4527,106.3475,95.0225
2010-10,97.7286,107.8377,109.8495,105.8863,91.3357,100.2455,105.8313,86.9492,78.922,98.0676,99.3699,108.1541,93.721
2010-11,95.4424,107.3591,102.3998,94.2226,93.9673,97.9863,106.4543,89.9002,84.3668,81.3481,100.0965,98.7199,87.0661
2010-12,96.4251,101.7424,103.2952,90.606,96.4413,94.6882,107.1553,89.1313,93.378,73.0135,99.1685,99.8303,80.31
2011-01,95.6277,102.1326,89.6644,86.9992,94.5974,96.9611,108.5528,86.4005,86.7387,92.9068,93.8541,94.5121,93.5642
2011-02,96.9233,101.7724,89.2279,86.997,95.7365,96.396,110.3219,86.8188,88.4229,106.5035,94.8476,97.6715,96.8235
2011-03,99.3941,100.5088,86.1335,86.8918,97.9323,97.1858,112.0958,88.5779,92.3983,114.6108,96.0707,100.8329,105.7255
2011-04,96.7513,99.2856,84.8809,87.1897,100.0658,93.6297,113.3075,88.2809,99.1705,116.9922,97.435,102.5947,105.9044
2011-05,91.9301,99.3065,79.5307,87.3117,99.8982,94.6635,113.4436,87.8851,99.1275,116.5031,99.1839,108.054,110.0662
2011-06,93.4532,99.4653,78.0918,91.5707,99.6837,99.9178,111.6788,88.1471,101.2235,121.1545,97.3421,112.7256,113.8325
2011-07,93.1359,97.2502,78.0551,99.9374,93.7888,92.9908,107.4331,81.7152,93.0069,116.6281,96.9936,116.2219,107.5937
2011-08,92.8888,97.2793,80.046,113.7685,91.6605,96.6628,106.6131,82.0865,85.884,115.3663,97.1456,112.7376,101.8938
2011-09,92.3005,95.4425,81.8201,118.6178,91.0666,96.7274,105.3318,85.1359,81.1054,102.0781,98.7347,108.8291,99.8058
2011-10,95.922,101.9786,101.7469,108.2148,91.0195,99.863,104.5746,85.1028,81.5477,91.3902,99.8232,107.7983,94.4801
2011-11,96.2009,104.2685,101.816,94.7526,95.0746,93.9585,104.5042,87.3604,94.5511,76.7527,100.4536,108.342,88.273
2011-12,100.4082,100.7482,100.195,91.6664,97.9218,90.5233,105.3598,87.6328,103.7496,71.6863,101.0825,101.5224,84.0171
2012-01,100.2798,100.6737,87.153,87.7705,100.2763,92.2775,107.8346,85.6851,111.0365,85.6801,91.1626,105.5813,93.4399
2012-02,95.9557,100.672,86.3652,86.8274,102.9903,91.2461,109.9618,86.3062,117.8344,99.8965,94.0592,103.5691,96.4529
2012-03,98.6264,98.2272,82.1032,87.995,104.9702,90.3813,111.2065,89.5436,119.5026,112.8687,93.5294,106.8185,103.6794
2012-04,97.6954,97.2089,76.4728,86.1259,105.697,89.8949,111.2982,86.9164,125.8359,115.2007,93.5052,111.049,106.8902
2012-05,96.2373,99.354,74.4181,93.321,103.8308,89.566,109.675,85.9084,122.7946,114.952,95.3737,113.0461,106.6807
2012-06,99.2106,102.9819,75.4694,97.8501,101.7887,92.324,107.1521,87.1243,117.2101,124.7554,95.3996,116.4581,116.411
2012-07,97.9545,104.4609,77.9936,104.1134,95.6014,88.2745,102.9,82.6,104.8297,112.692,97.5736,119.2037,111.8501
2012-08,96.1665,101.8259,85.5773,122.8165,92.0744,92.0404,101.7235,83.467,90.5835,107.9826,98.2057,117.0501,104.7006
2012-09,100.4007,102.5819,97.6574,123.6478,90.1509,91.9868,100.5301,84.3349,82.3759,96.6639,100.2245,113.5834,108.3531
2012-10,100.6925,107.9006,99.8675,110.0916,92.9557,94.7084,100.8432,87.3221,89.7735,89.147,100.9045,107.4438,94.3233
2012-11,95.8216,106.9282,100.8003,95.4871,96.6823,91.493,102.6274,88.7776,100.5243,75.048,102.9724,110.4496,94.9166
2012-12,99.7018,105.4151,100.7764,97.3851,102.0021,88.1233,104.6745,89.4901,117.9687,68.9536,102.9329,113.1407,97.9069
2013-01,97.6144,108.3265,92.8489,91.8162,101.3195,91.6694,106.3981,87.745,114.6209,78.3168,94.3161,108.5352,97.6297
2013-02,96.8787,106.0767,88.4444,92.4578,103.4918,90.2656,108.5473,88.5533,118.8811,98.2778,94.8764,110.1606,109.2634
2013-03,94.6383,102.6795,88.9596,90.6797,103.6217,91.1373,110.0217,89.9647,114.9368,108.1479,95.1429,110.3007,115.786
2013-04,98.2015,103.7104,82.639,94.4512,106.1251,92.4253,110.9579,90.5661,123.5699,108.1736,96.6397,111.2877,114.4212
2013-05,96.7169,102.6682,79.5933,96.4718,104.1939,90.6097,110.8021,88.9105,118.2806,111.1883,99.5096,111.8374,119.6591
2013-06,102.5041,104.9095,79.7108,103.9381,101.8185,95.0653,108.613,88.6418,112.486,129.0215,99.1728,115.7059,136.7002
2013-07,102.907,102.8306,80.3504,108.511,95.5336,91.4133,103.8131,83.8771,101.4369,112.6736,99.3621,111.7531,119.6089
2013-08,102.0108,100.2526,87.3886,118.4475,94.8134,94.5651,103.3522,87.1494,94.1118,106.3623,102.8783,112.3999,121.3486
2013-09,101.0935,100.8914,92.0476,121.6582,89.9324,93.5734,100.1591,86.5897,79.1563,98.498,102.1543,112.2405,119.937
2013-10,100.3332,106.0042,102.5614,110.274,92.7425,97.2145,100.1084,88.6039,88.4199,91.3043,103.3345,110.6552,106.2466
2013-11,103.3135,107.0938,106.4893,98.4519,93.6933,92.9707,99.8423,88.0654,93.7957,80.3577,101.5993,108.8569,100.9078
2013-12,104.748,109.2593,108.0843,99.8516,97.7355,90.8725,100.5687,90.065,106.8955,68.062,103.1136,108.9974,100.0033
2014-01,101.0033,104.8625,91.8221,92.4567,98.5093,89.6423,102.8215,88.1114,108.7308,86.7435,95.6739,106.8567,102.7945
2014-02,102.6771,109.6532,91.3606,90.1198,99.4867,91.3035,104.0193,86.7599,112.9311,102.1509,98.8418,109.8024,108.763
2014-03,105.2708,103.5737,88.8589,90.2297,101.0027,89.6278,104.6827,88.6704,115.9623,114.252,98.188,109.9688,114.1133
2014-04,103.2298,102.3115,81.7398,92.3337,102.2262,90.1272,105.3796,90.5176,117.1944,119.8499,99.3011,110.8415,111.5192
2014-05,100.6451,103.2937,77.6142,92.3066,101.7872,88.61,104.9956,88.2897,119.8302,117.1007,100.2765,114.4733,116.3112
2014-06,98.9744,101.0795,78.312,103.1186,99.953,92.2272,103.3579,88.6666,114.3178,131.5345,101.9302,115.2342,126.3789
2014-07,102.5248,101.4931,76.9918,105.5613,96.9916,86.8311,100.2688,87.0418,109.6692,117.6691,99.5188,116.5026,112.195
2014-08,103.8059,99.8081,85.4195,124.4503,92.1779,90.3596,98.8105,84.4793,93.281,111.737,101.7679,113.9979,110.0421
2014-09,100.7301,98.7086,92.6979,123.5944,92.5666,90.6591,97.7363,88.1539,90.7533,100.8456,101.9151,115.0958,109.3817
2014-10,100.1365,107.9554,103.4177,110.1393,94.5578,93.8871,97.6825,89.6243,96.7492,91.4113,102.8248,112.8406,97.4982
2014-11,102.4876,109.3922,110.9391,99.5039,96.5341,90.4505,97.8775,90.8222,102.873,86.6614,105.2623,110.0136,94.8672
2014-12,102.7646,109.7321,110.0463,98.6627,99.669,88.8663,99.1731,93.4657,109.8905,75.411,106.0199,113.3839,91.3624
2015-01,99.8693,108.4969,93.7183,93.2245,100.4635,90.9467,101.1172,91.3285,112.3686,85.5795,96.5686,111.9385,94.0799
2015-02,99.0798,108.2776,92.5262,91.0156,101.5746,91.4368,102.3133,91.6476,114.3807,100.533,96.8312,109.404,103.2315
2015-03,98.013,110.3519,90.2869,92.2382,104.2884,92.7238,103.2034,93.9665,121.2909,109.5423,98.3382,111.6889,110.5702
2015-04,97.7603,109.3031,85.5492,92.0963,105.6527,91.8569,104.7791,94.1532,123.9616,108.342,96.6783,111.9148,109.008
2015-05,98.5669,107.6288,81.9169,93.4027,104.3549,91.0115,104.7292,92.587,120.1168,106.0861,100.5178,116.0642,118.3103
2015-06,96.007,108.0653,85.4599,101.472,102.2603,93.0302,102.3596,94.9294,113.6057,116.2604,100.9362,116.5366,121.7762
2015-07,97.3737,107.3193,87.4176,107.4669,99.0246,90.0365,99.3248,94.6926,106.3279,108.6193,99.4468,116.7243,110.3477
2015-08,100.294,105.1626,99.0636,122.6321,94.4361,94.3394,97.0964,92.858,93.4635,112.6288,101.3961,115.9255,115.5833
2015-09,100.5408,102.2756,99.8239,124.7925,93.6577,95.5734,94.9341,94.9179,91.2505,100.9017,104.9525,117.3023,112.0242
2015-10,102.2685,108.6217,110.2747,110.3079,94.6009,97.0306,93.8244,97.1,93.7642,94.6212,106.0698,109.1097,102.3797
2015-11,106.1495,109.747,109.3003,101.6301,97.2625,94.3391,93.544,97.4212,104.3281,86.6467,107.5872,105.6656,95.0334
2015-12,110.767,108.5891,106.3806,97.7227,101.0971,91.4832,93.6974,99.0849,117.406,77.7988,107.2651,107.9731,92.8457
